,user,numeros,comentarios,data
2967,luanramos.f,537,537,2023-03-24T02:01:29.000Z
2968,aleaugustus,1342,1342,2023-03-24T02:01:32.000Z
2969,henrique_pavanello,1026,1026 M&M's,2023-03-24T02:02:25.000Z
2970,rodrigozuriel7,332,332,2023-03-24T02:02:26.000Z
2971,wendel.f.mota,201,201,2023-03-24T02:02:29.000Z
2972,flaviomifta,174,174,2023-03-24T02:02:52.000Z
2973,_luizakist,436,436,2023-03-24T02:03:08.000Z
2974,magaiverdoacabamento,314,314,2023-03-24T02:03:14.000Z
2975,caiolmello,470,470,2023-03-24T02:03:33.000Z
2976,giovaninesi,256,256,2023-03-24T02:04:04.000Z
2977,gabrielly.abso,303,303,2023-03-24T02:04:09.000Z
2978,amdreribeiro,1000,Tem exatamente 1000,2023-03-24T02:04:14.000Z
2979,dramilenafcavalcanti,420,420 com certeza 👊🏻👊🏻👊🏻,2023-03-24T02:04:28.000Z
2980,marcelo_hidalgo,462,462,2023-03-24T02:04:34.000Z
2981,jailson.martinsdasilva.7,358,358,2023-03-24T02:05:28.000Z
2982,thyblerone,369,369,2023-03-24T02:05:38.000Z
2983,rod21n,256,256,2023-03-24T02:06:51.000Z
2984,felipe.olschewski,546,546,2023-03-24T02:07:02.000Z
2985,sr.mach,183,183,2023-03-24T02:07:12.000Z
2986,sepol00000,462,462,2023-03-24T02:07:15.000Z
2987,victor_marchiori01,124,124,2023-03-24T02:07:28.000Z
2988,rochaaguilherme,930,930,2023-03-24T02:07:29.000Z
2989,nickdaiduartef,368,368,2023-03-24T02:07:53.000Z
2990,willemrodrigues,329,329,2023-03-24T02:07:58.000Z
2991,valeriojoaopaulo,1000,1000,2023-03-24T02:08:37.000Z
2992,_daviconstantino_,322,322,2023-03-24T02:08:53.000Z
2993,nvianna379,274,274 Confetes,2023-03-24T02:09:08.000Z
2994,onemoresouzaboy,278,278,2023-03-24T02:09:18.000Z
2995,rubensjrumuarama,280,280,2023-03-24T02:09:27.000Z
2996,luiz_ravanello,180,180 confetes,2023-03-24T02:09:57.000Z
2997,thisbianchi,792,792,2023-03-24T02:10:01.000Z
2998,vitordavisoares,345,345,2023-03-23T23:08:01.000Z
2999,atilagalvao_,485,485 confia no pae,2023-03-23T23:08:04.000Z
3000,jonascamaracastro,253,253,2023-03-23T23:08:13.000Z
3001,igmonbar,417,417,2023-03-23T23:08:14.000Z
3002,jp_andrade07,366,366,2023-03-23T23:08:25.000Z
3003,thyalaj.franca,493,493,2023-03-23T23:08:29.000Z
3004,andrelisonn,380,380,2023-03-23T23:08:47.000Z
3005,pedro.jsx,5,Tem 5 milhões aí rsrs boa sorte com a média (mas tô enviesado kkk),2023-03-23T23:08:59.000Z
3006,hcampiotto,350,350,2023-03-23T23:09:31.000Z
3007,tiago.franco03,352,352,2023-03-23T23:09:32.000Z
3008,ruimrluis95,142,142,2023-03-23T23:09:37.000Z
3009,ruimrluis95,1142,1142,2023-03-23T23:09:42.000Z
3010,antoniocamargo_,112,112,2023-03-23T23:09:45.000Z
3011,jpnogueira07,323,323,2023-03-23T23:09:46.000Z
3012,renatintorrico,138,138,2023-03-23T23:09:56.000Z
3013,larissa.barbi,610,610,2023-03-23T23:10:03.000Z
3014,jeanalissonvargas,304,304,2023-03-23T23:10:12.000Z
3015,viniciusjlima,488,488,2023-03-23T23:10:43.000Z
3016,_rafaelkleiton,322,322,2023-03-23T23:10:49.000Z
3017,gui_chinelatt0,113,113,2023-03-23T23:11:17.000Z
3018,tgambini,410,410 confetes!,2023-03-23T23:11:17.000Z
3019,ruivoinvest,333,333,2023-03-23T23:11:20.000Z
3020,syndicate.brasil,596,596,2023-03-23T23:11:24.000Z
3021,danielshekel,400,Fazendo a media aqui das multidoes vou por 400,2023-03-23T23:11:27.000Z
3022,luiz_reis00,237,237,2023-03-23T23:11:32.000Z
3023,matheus_aranhaa,604,604,2023-03-23T23:11:48.000Z
3024,timar_inc,1035,1035,2023-03-23T23:12:03.000Z
3025,conradobiro,850,850,2023-03-23T23:12:05.000Z
3026,gracimorita,306,306,2023-03-23T23:12:09.000Z
3027,rodrigo_carvalhog,350,350,2023-03-23T23:12:23.000Z
3028,henrique_crc_,316,316,2023-03-23T23:12:27.000Z
3029,alcedomedeiros,436,436,2023-03-23T23:12:27.000Z
3030,danlavia,345,345 confetes,2023-03-23T23:12:36.000Z
3031,toni.ac_,418,418,2023-03-23T23:12:42.000Z
3032,pedro.arthur,348,348,2023-03-23T23:12:50.000Z
3033,davidlemes.eng,360,360,2023-03-23T23:12:54.000Z
3034,italo.eth,600,600,2023-03-23T23:12:55.000Z
3035,gabrielaraujo.nob,387,387.... 💥,2023-03-23T23:13:06.000Z
3036,timar_inc,842,842,2023-03-23T23:13:11.000Z
3037,leots1983,432,432,2023-03-23T23:13:18.000Z
3038,allessandravicente_,225,225,2023-03-23T23:13:20.000Z
3039,geovanne.alves,815,815,2023-03-23T23:13:27.000Z
3040,elvisef,354,354,2023-03-23T23:13:40.000Z
3041,bernardocarva,307,307,2023-03-23T23:13:40.000Z
3042,mmarianoteles,285,285,2023-03-23T23:14:02.000Z
3043,arthur.wb,594,594,2023-03-23T23:14:09.000Z
3044,ana_neri_rodrigues,500,500,2023-03-23T23:14:09.000Z
3045,ednasiqueira0203,352,352,2023-03-23T23:14:23.000Z
3046,ja_cci,425,425 🙃,2023-03-23T23:14:31.000Z
3047,misael.azevedo,420,420,2023-03-23T23:14:34.000Z
3048,felipecalmeida68,396,396,2023-03-23T23:14:41.000Z
3049,alessandrolusz,574,574,2023-03-23T23:14:45.000Z
3050,wesleycosta.me,364,364,2023-03-23T23:14:50.000Z
3051,gabs_lv,425,425,2023-03-23T23:15:05.000Z
3052,veltonlourenco,500,500,2023-03-23T23:15:28.000Z
3053,lage_gustavo,202,202,2023-03-23T23:15:42.000Z
3054,joaopchefinho,135,135,2023-03-23T23:15:53.000Z
3055,doutorleonidasprVerificado,746,746,2023-03-23T23:15:59.000Z
3056,vict0rns,308,308,2023-03-23T23:16:14.000Z
3057,eric_justino,371,371,2023-03-23T23:16:34.000Z
3058,thegabrielreis,209,"209 M&M's, pode confiar",2023-03-23T23:16:36.000Z
3059,http_levys,119,Tem 119,2023-03-23T23:16:38.000Z
3060,ramonmendes_,151,151,2023-03-23T23:16:43.000Z
3061,jrfeitosa7,527,527,2023-03-23T23:16:49.000Z
3062,zefrancisco.nogueira.92,892,892,2023-03-23T23:16:49.000Z
3063,tcharlesbender,437,437,2023-03-23T23:16:59.000Z
3064,willian_hramos,480,480,2023-03-23T23:17:07.000Z
3065,marcinhas,599,599,2023-03-23T23:17:22.000Z
3066,omarceloviana,164,164,2023-03-23T23:17:39.000Z
3067,victor_cmacedo,423,423,2023-03-23T23:17:43.000Z
3068,queops_melo,420,420,2023-03-23T23:17:53.000Z
3069,thiagochristovao,147,147,2023-03-23T23:17:55.000Z
3070,fdmleite,450,450,2023-03-23T23:18:02.000Z
3071,eusouwillianemanuel,200,200,2023-03-23T23:18:20.000Z
3072,shanks_geek,135,135,2023-03-23T23:18:21.000Z
3073,cristian_schinneider,365,365,2023-03-23T23:18:25.000Z
3074,conyrafael,1210,1210,2023-03-23T23:18:47.000Z
3075,marciasmarinho8,487,487,2023-03-23T23:19:06.000Z
3076,jpcneto,180,180,2023-03-23T23:19:16.000Z
3077,gustavo.s.araujo15,552,552,2023-03-23T23:19:16.000Z
3078,ycmr7,486,486,2023-03-23T23:19:16.000Z
3079,antonioleal.06,250,250,2023-03-23T23:19:36.000Z
3080,lucasizaq,405,405,2023-03-23T23:19:40.000Z
3081,luizpasin,364,364,2023-03-23T23:19:40.000Z
3082,leamoriml,329,329,2023-03-23T23:20:02.000Z
3083,eumarcusalencar,238,238,2023-03-23T23:20:07.000Z
3084,luan_bbarros,476,476,2023-03-23T23:20:09.000Z
3085,silviahitoni,532,532,2023-03-23T23:20:10.000Z
3086,pedrohcok,355,355,2023-03-23T23:20:12.000Z
3087,remerson_nascimento,1080,1080,2023-03-23T23:20:15.000Z
3088,danielrezende.gamer,715,715,2023-03-23T23:20:20.000Z
3089,duran.music_,385,385,2023-03-23T23:20:21.000Z
3090,renato.aguiars,215,215,2023-03-23T23:20:29.000Z
3091,_rafazago,501,501,2023-03-23T23:20:31.000Z
3092,ordep_azevedo,272,272,2023-03-23T23:20:32.000Z
3093,garboggini,571,571,2023-03-23T23:20:36.000Z
3094,william4ndrade,631,631,2023-03-23T23:20:36.000Z
3095,henrique.caarvalho,426,426,2023-03-23T23:20:38.000Z
3096,zirinesta,401,401,2023-03-23T23:20:41.000Z
3097,daansaraujo,374,374,2023-03-23T23:20:42.000Z
3098,eder_lcmoraes,468,468,2023-03-23T23:20:45.000Z
3099,eder_lcmoraes,432,432,2023-03-23T23:20:51.000Z
3100,juanguima,477,Tem 477,2023-03-23T23:20:54.000Z
3101,bruno_sillvaoficial,220,220,2023-03-23T23:20:59.000Z
3102,brunorivas97,223,223,2023-03-23T23:21:01.000Z
3103,arthur.frederico,875,875,2023-03-23T23:21:02.000Z
3104,felipesoligobarbosa,887,887,2023-03-23T23:21:08.000Z
3105,phbapaefp,500,500,2023-03-23T23:21:34.000Z
3106,eder_lcmoraes,398,398,2023-03-23T23:21:41.000Z
3107,andersonribeiro.oficial,237,237,2023-03-23T23:21:46.000Z
3108,eder_lcmoraes,412,412,2023-03-23T23:21:47.000Z
3109,phillipemn,242,242,2023-03-23T23:22:01.000Z
3110,gustavogrings,216,216,2023-03-23T23:22:03.000Z
3111,edificarfinanciamentos,216,216,2023-03-23T23:22:17.000Z
3112,carlosrodriguessv,675,675,2023-03-23T23:22:23.000Z
3113,alesrubini,541,541 (depois eu mando o meu pix!) 🤪,2023-03-23T23:22:24.000Z
3114,lucianobsbraga,586,586.,2023-03-23T23:22:31.000Z
3115,otassouza,361,361,2023-03-23T23:22:36.000Z
3116,alesrubini,541,541 (depois eu mando o meu pix!) 🤪,2023-03-23T23:22:40.000Z
3117,gabrieltorina,222,222,2023-03-23T23:22:42.000Z
3118,kaiofsouzaa,500,500,2023-03-23T23:22:47.000Z
3119,luisfelipe.lp,504,504,2023-03-23T23:22:53.000Z
3120,mr_schmitz_,200,200,2023-03-23T23:23:07.000Z
3121,wallyson461,681,681,2023-03-23T23:23:09.000Z
3122,jv_raimundo,311,311,2023-03-23T23:23:15.000Z
3123,lucianolondero_,423,423,2023-03-23T23:23:23.000Z
3124,faabiosooares_,605,605,2023-03-23T23:23:30.000Z
3125,assis_,336,336,2023-03-23T23:23:36.000Z
3126,georgemalta,348,348,2023-03-23T23:23:38.000Z
3127,guisilva7211,217,217,2023-03-23T23:23:44.000Z
3128,fernand0jorge,239,239,2023-03-23T23:24:03.000Z
3129,estat_istica,457,457,2023-03-23T23:24:27.000Z
3130,estacio.mind,427,427,2023-03-23T23:24:35.000Z
3131,maurici0sa,392,392,2023-03-23T23:24:37.000Z
3132,eulucassilva5,252,252,2023-03-23T23:24:37.000Z
3133,the.lengler,432,432,2023-03-23T23:24:42.000Z
3134,investidortuga,163,163,2023-03-23T23:24:43.000Z
3135,marcelofourcolors,1345,1345,2023-03-23T23:24:43.000Z
3136,_leonardocont,433,Tem 433 confetes 💪🏾,2023-03-23T23:25:04.000Z
3137,cle_ganzert,106,106,2023-03-23T23:25:11.000Z
3138,felipee_duarte,417,417,2023-03-23T23:25:18.000Z
3139,leo.wanderlust,2315,2315,2023-03-23T23:25:19.000Z
3140,guilher_skt,346,346,2023-03-23T23:25:23.000Z
3141,daniel_csar,546,546,2023-03-23T23:25:25.000Z
3142,marcelosousa_a,294,294,2023-03-23T23:25:29.000Z
3143,juniortussi,171,171,2023-03-23T23:25:32.000Z
3144,marco.asilva,513,513,2023-03-23T23:25:36.000Z
3145,pdrin_hc,386,386,2023-03-23T23:25:37.000Z
3146,leo_leni,250,250,2023-03-23T23:25:39.000Z
3147,acarmenlleal,405,405,2023-03-23T23:25:40.000Z
3148,thiago_moreirad,396,396 🎉,2023-03-23T23:25:48.000Z
3149,bi_avila,172,172,2023-03-23T23:25:49.000Z
3150,robson7613,398,398,2023-03-23T23:25:51.000Z
3151,euclidesdias,496,496,2023-03-23T23:26:12.000Z
3152,felipevazquez1983,532,532,2023-03-23T23:26:14.000Z
3153,_pedro_lucas_sn_,730,730,2023-03-23T23:26:15.000Z
3154,juniorgrassini,377,377,2023-03-23T23:26:31.000Z
3155,guiguimaraestk,288,288,2023-03-23T23:26:37.000Z
3156,mathewp71,556,556,2023-03-23T23:26:47.000Z
3157,lauropc,898,898,2023-03-23T23:27:07.000Z
3158,guierthall,426,426,2023-03-23T23:27:12.000Z
3159,mario_hidalgo_of,222,222,2023-03-23T23:27:14.000Z
3160,auguuxt04,306,306,2023-03-23T23:27:26.000Z
3161,eduardoroberto.adm,312,312,2023-03-23T23:27:31.000Z
3162,lucasmurilo_92,432,432,2023-03-23T23:27:38.000Z
3163,paulohenriquevs_,443,443,2023-03-23T23:27:40.000Z
3164,paulo.travel,186,186 confetes,2023-03-23T23:27:56.000Z
3165,danielschroeder_,420,420,2023-03-23T23:28:06.000Z
3166,jul1olondon,120,120,2023-03-23T23:28:11.000Z
3167,_flavio23_,180,180,2023-03-23T23:28:16.000Z
3168,_luisafontes,402,402,2023-03-23T23:28:26.000Z
3169,thiagomotagomes,360,360,2023-03-23T23:28:32.000Z
3170,caionoproduto,478,478,2023-03-23T23:28:44.000Z
3171,lemos1596,348,348,2023-03-23T23:28:53.000Z
3172,chirahata,366,366,2023-03-23T23:29:02.000Z
3173,paulo.g.junior.7,220,220,2023-03-23T23:29:04.000Z
3174,marcoovalente,643,643 confetes.,2023-03-23T23:29:08.000Z
3175,vendanaveia2023,387,387,2023-03-23T23:29:08.000Z
3176,guilhermetriches,705,705,2023-03-23T23:29:20.000Z
3177,vitor.capanema,360,360 moleza,2023-03-23T23:29:26.000Z
3178,eng.rafaelbaia,273,273,2023-03-23T23:29:32.000Z
3179,robsoncecchin,257,257,2023-03-23T23:29:36.000Z
3180,elainemelo24,499,499,2023-03-23T23:29:51.000Z
3181,ticonez,204,204,2023-03-23T23:30:01.000Z
3182,italo.defranca,538,538,2023-03-23T23:30:06.000Z
3183,lucasimonetti_,543,543,2023-03-23T23:30:19.000Z
3184,josemarcioo14,425,425,2023-03-23T23:30:24.000Z
3185,leandro_acacio,297,297,2023-03-23T23:30:24.000Z
3186,cassiodeib,543,543,2023-03-23T23:30:26.000Z
3187,saandro.m,350,350,2023-03-23T23:30:34.000Z
3188,dedeferreira,630,630,2023-03-23T23:30:34.000Z
3189,ricardolscheffer,360,360,2023-03-23T23:30:35.000Z
3190,alexandre.hs,497,497,2023-03-23T23:30:43.000Z
3191,daniumm,492,492,2023-03-23T23:30:44.000Z
3192,thiagojke,490,Meu chute é: 490,2023-03-23T23:30:47.000Z
3193,gustavooguerreiro,233,233,2023-03-23T23:30:52.000Z
3194,lauropc,898,"@leandro.varos , depois explica porque quase ninguém chuta número impar (incluindo eu) 😅Nesse pore tem 898 m&m",2023-03-23T23:31:03.000Z
3195,drevinicius98,510,510,2023-03-23T23:31:06.000Z
3196,andrade.gb,170,170,2023-03-23T23:31:08.000Z
3197,g.soaress,628,628,2023-03-23T23:31:08.000Z
3198,victormelol,220,220 confetis,2023-03-23T23:31:14.000Z
3199,dyogoandradee,540,540,2023-03-23T23:31:21.000Z
3200,raissagracie,432,432,2023-03-23T23:31:38.000Z
3201,annaclaracruzz,487,487,2023-03-23T23:31:44.000Z
3202,lucassevilha_,251,251,2023-03-23T23:31:51.000Z
3203,quele_petry,673,673,2023-03-23T23:31:53.000Z
3204,brunobrucci,264,264,2023-03-23T23:31:54.000Z
3205,alexandre_rodasport,445,445,2023-03-23T23:31:55.000Z
3206,krron0s,291,291 meu amigo,2023-03-23T23:32:15.000Z
3207,_luiztagram,281,281,2023-03-23T23:32:15.000Z
3208,altaveira,489,489,2023-03-23T23:32:17.000Z
3209,kerlligton,438,438,2023-03-23T23:32:34.000Z
3210,ivotan_soares,246,246,2023-03-23T23:32:40.000Z
3211,adrianazfernandez,950,950,2023-03-23T23:32:43.000Z
3212,rcscherrer,332,332,2023-03-23T23:32:53.000Z
3213,pvilanova,639,639,2023-03-23T23:32:57.000Z
3214,medeiros182gustavo,366,366,2023-03-23T23:33:01.000Z
3215,johw._.117,352,352,2023-03-23T23:33:03.000Z
3216,eng.caioaguiar,387,387,2023-03-23T23:33:03.000Z
3217,edersonrogeri,394,394,2023-03-23T23:33:10.000Z
3218,maylaacarvalho,616,616,2023-03-23T23:33:18.000Z
3219,leonardo.gomes.148553,648,648,2023-03-23T23:33:31.000Z
3220,whoisgriz,364,364,2023-03-23T23:33:36.000Z
3221,ovinicaldas,147,147,2023-03-23T23:33:37.000Z
3222,_medinavictor,234,234,2023-03-23T23:33:49.000Z
3223,victorvilela_,365,365,2023-03-23T23:34:11.000Z
3224,nutribiasilva,234,234,2023-03-23T23:34:12.000Z
3225,pdroviecili,322,322,2023-03-23T23:34:13.000Z
3226,andrezasoaress26,368,368,2023-03-23T23:34:30.000Z
3227,profzilli,539,539,2023-03-23T23:34:39.000Z
3228,kaue_chokito,457,"457, confetes",2023-03-23T23:34:47.000Z
3229,rodriggo95,275,275,2023-03-23T23:35:15.000Z
3230,luisca.zancanella,360,360,2023-03-23T23:35:41.000Z
3231,eduardobornellicastro,400,400,2023-03-23T23:35:53.000Z
3232,wiryss,587,587,2023-03-23T23:36:06.000Z
3233,bruno_nadai,284,284,2023-03-23T23:36:14.000Z
3234,mahdecella,329,329,2023-03-23T23:36:16.000Z
3235,robertosgusmao,401,401 sem inside information,2023-03-23T23:36:22.000Z
3236,mannuh.cardoso,350,350,2023-03-23T23:36:23.000Z
3237,nandelbjj,100,100,2023-03-23T23:36:45.000Z
3238,rafanw.l,1000,1000,2023-03-23T23:36:48.000Z
3239,celycmoura,315,315 🙌,2023-03-23T23:36:48.000Z
3240,felipec.d,474,474,2023-03-23T23:36:49.000Z
3241,biscuollakhalil.com.br,584,584,2023-03-23T23:37:14.000Z
3242,lucasfialka,230,230,2023-03-23T23:37:21.000Z
3243,krambeck_,250,250,2023-03-23T23:37:27.000Z
3244,josejrpires_,468,468(obs: excelente conteúdo e uma ótima estratégia de engajamento),2023-03-23T23:37:29.000Z
3245,gustavohfm,297,297,2023-03-23T23:37:34.000Z
3246,guedes.raphael,444,444,2023-03-23T23:37:34.000Z
3247,fredalhoco,512,512,2023-03-23T23:37:34.000Z
3248,kaiioandrade,274,274,2023-03-23T23:37:40.000Z
3249,wesleyrene,432,432 confetes,2023-03-23T23:37:44.000Z
3250,flavioguimas,605,605,2023-03-23T23:38:19.000Z
3251,daniiel_lippe,374,374,2023-03-23T23:38:47.000Z
3252,anatavaresmoreira,490,490,2023-03-23T23:39:07.000Z
3253,adixfo,496,496 confetes,2023-03-23T23:39:16.000Z
3254,augustoo_fe,264,264,2023-03-23T23:39:25.000Z
3255,assisj29,317,317,2023-03-23T23:39:26.000Z
3256,victor_thiersch,242,242,2023-03-23T23:39:43.000Z
3257,weverton_2021,500,500,2023-03-23T23:40:01.000Z
3258,eduvencedor,320,320,2023-03-23T23:40:10.000Z
3259,lebeaugarcon,702,702,2023-03-23T23:40:11.000Z
3260,fernandocoutinho_anest,637,637,2023-03-23T23:40:11.000Z
3261,mel_striano,789,789,2023-03-23T23:40:14.000Z
3262,schroeder_fabi,260,260,2023-03-23T23:40:20.000Z
3263,danniloarruda,436,436,2023-03-23T23:40:25.000Z
3264,sarabezerrademenezes,254,254,2023-03-23T23:40:26.000Z
3265,leninhenrique,1400,1400,2023-03-23T23:40:41.000Z
3266,juninhodomiciano,443,443,2023-03-23T23:40:52.000Z
3267,kikofurtado07,861,861,2023-03-23T23:40:54.000Z
3268,alexandre.goedert,400,400 confetes,2023-03-23T23:40:56.000Z
3269,cmaistudo,206,206,2023-03-23T23:41:09.000Z
3270,soushin.saulo,255,255,2023-03-23T23:41:10.000Z
3271,gui_a_maia,201,201,2023-03-23T23:41:46.000Z
3272,palat3x,200,200,2023-03-23T23:41:59.000Z
3273,gui09surf,397,397,2023-03-23T23:42:22.000Z
3274,marceloferreira7947,422,422,2023-03-23T23:42:26.000Z
3275,aldenirmd,226,226,2023-03-23T23:42:48.000Z
3276,fecruzinvest,331,331 - Já vou deixar o pix 🔥,2023-03-23T23:42:50.000Z
3277,thiagomelo96,496,496,2023-03-23T23:43:27.000Z
3278,walissonlander,442,442,2023-03-23T23:43:32.000Z
3279,kaueoli,389,389,2023-03-23T23:43:39.000Z
3280,evanderson_becker,687,687,2023-03-23T23:43:44.000Z
3281,joaodeugenio,546,546,2023-03-23T23:44:05.000Z
3282,dutradotdev,320,~320,2023-03-23T23:44:29.000Z
3283,rayanecarv8,470,470,2023-03-23T23:44:33.000Z
3284,andersonafa21,396,"Fiz uns cálculos aqui, o número que cheguei foi 396",2023-03-23T23:44:42.000Z
3285,matheusvollu,540,540,2023-03-23T23:45:07.000Z
3286,lipe.ramos_,10,10,2023-03-23T23:45:14.000Z
3287,dr.ronaldosoares,153,153,2023-03-23T23:45:15.000Z
3288,chavinho.rafa,1114,1114,2023-03-23T23:45:18.000Z
3289,erikfariasb,500,500,2023-03-23T23:45:27.000Z
3290,eujoao.fonseca,357,357,2023-03-23T23:45:28.000Z
3291,lilithspluz,402,402🔥,2023-03-23T23:45:33.000Z
3292,manoboscolo,208,208 confetes,2023-03-23T23:45:45.000Z
3293,amvup,172,172,2023-03-23T23:45:52.000Z
3294,lucascarvalhou,462,462,2023-03-23T23:45:59.000Z
3295,jessica_fontoura,393,393,2023-03-23T23:45:59.000Z
3296,ercosta11,711,711,2023-03-23T23:46:00.000Z
3297,dhananjayaprata,528,528,2023-03-23T23:46:16.000Z
3298,charle_ssantos,890,890,2023-03-23T23:46:17.000Z
3299,iohaaaa,367,367,2023-03-23T23:46:29.000Z
3300,ian_canis,555,555,2023-03-23T23:46:30.000Z
3301,fernandesmath_97,324,324,2023-03-23T23:46:36.000Z
3302,gabrielgrunbaum,183,183,2023-03-23T23:46:38.000Z
3303,paulohumbertodefreitas,601,601,2023-03-23T23:46:40.000Z
3304,icaroremesar,130,Meu chute é 130,2023-03-23T23:46:42.000Z
3305,tipawork,550,550,2023-03-23T23:46:45.000Z
3306,v.bonadio,592,592,2023-03-23T23:46:47.000Z
3307,laviniacsouto,435,435 confetes 😂,2023-03-23T23:46:48.000Z
3308,brunokato,202,202,2023-03-23T23:47:03.000Z
3309,azevedoestevan,250,250,2023-03-23T22:34:32.000Z
3310,___pedrodias,576,576,2023-03-23T22:34:36.000Z
3311,superarinstalacoes,176,176,2023-03-23T22:34:39.000Z
3312,vinicabszt,324,324,2023-03-23T22:34:40.000Z
3313,s.dtarso,880,880,2023-03-23T22:34:48.000Z
3314,vivorio,390,390,2023-03-23T22:34:49.000Z
3315,dait77,299,299,2023-03-23T22:34:51.000Z
3316,fcmigue,468,468 confetes,2023-03-23T22:34:51.000Z
3317,marcusv11_,187,187,2023-03-23T22:34:52.000Z
3318,fevereiro07,387,387,2023-03-23T22:34:52.000Z
3319,jorgemilani,478,478,2023-03-23T22:34:52.000Z
3320,dariomacedooo,283,283,2023-03-23T22:34:52.000Z
3321,herverth_cruz,480,480,2023-03-23T22:35:01.000Z
3322,lincolnmoraispe,457,457,2023-03-23T22:35:07.000Z
3323,an.narodrigues,325,325,2023-03-23T22:35:10.000Z
3324,higorosa,487,487,2023-03-23T22:35:16.000Z
3325,rael.zeferino,402,402,2023-03-23T22:35:17.000Z
3326,pontefelipemujica,400,400,2023-03-23T22:35:19.000Z
3327,miriammolinari,270,270,2023-03-23T22:35:21.000Z
3328,nanativentura,582,582,2023-03-23T22:35:29.000Z
3329,miltinholeao,189,189,2023-03-23T22:35:30.000Z
3330,hudson.cambraia,366,366,2023-03-23T22:35:31.000Z
3331,juliodimendonca,411,411,2023-03-23T22:35:33.000Z
3332,alinespader,2593,2593,2023-03-23T22:35:43.000Z
3333,kiqmf,354,354,2023-03-23T22:35:48.000Z
3334,l.adeira,329,329,2023-03-23T22:35:48.000Z
3335,wladimirfsa,344,344,2023-03-23T22:35:51.000Z
3336,rodolfonau,144,"Top, a diferença do boi p esse é q lá q a maioria tinha noção de quanto pesava um boi, já nessas bolinhas aí a maioria aqui não tem noção do tamanho e espaço, ou seja o conteúdo foi top mas seu experimento irá errar feio vou chutar p não passar em branco, 144",2023-03-23T22:36:06.000Z
3337,gab.slima,192,192,2023-03-23T22:36:07.000Z
3338,_erico,485,485,2023-03-23T22:36:10.000Z
3339,caroldamata26,350,350,2023-03-23T22:36:17.000Z
3340,vini.bunger,584,584,2023-03-23T22:36:21.000Z
3341,pristchuk,396,396,2023-03-23T22:36:24.000Z
3342,jeanlopesc,468,468,2023-03-23T22:36:26.000Z
3343,le.moraes_,269,269,2023-03-23T22:36:36.000Z
3344,meloneto1209,535,535,2023-03-23T22:36:38.000Z
3345,pedro_orl,176,176,2023-03-23T22:36:43.000Z
3346,lukinhassm_,2450,2450,2023-03-23T22:36:47.000Z
3347,hugobizzo,630,630,2023-03-23T22:36:53.000Z
3348,pedro_orl,231,231,2023-03-23T22:36:56.000Z
3349,pedro_orl,268,268,2023-03-23T22:37:02.000Z
3350,pedro_orl,125,125,2023-03-23T22:37:05.000Z
3351,lailson.x,313,313,2023-03-23T22:37:06.000Z
3352,guilhermecarpi,350,350,2023-03-23T22:37:15.000Z
3353,brunofariac,232,232,2023-03-23T22:37:26.000Z
3354,lgustavo_melo,545,545,2023-03-23T22:37:30.000Z
3355,odanielsena,341,341,2023-03-23T22:37:31.000Z
3356,lucaspelutre,185,185,2023-03-23T22:37:33.000Z
3357,fleick,373,373,2023-03-23T22:37:36.000Z
3358,veigamateus,378,378,2023-03-23T22:37:40.000Z
3359,adaltopimenta,387,387,2023-03-23T22:37:41.000Z
3360,abner.ferreira777,512,512,2023-03-23T22:37:42.000Z
3361,joao_paulo_soriano,271,271,2023-03-23T22:37:45.000Z
3362,wellington_santos23,523,523,2023-03-23T22:37:47.000Z
3363,henriquebln,309,309,2023-03-23T22:37:49.000Z
3364,cavalcante.nathalia,386,Deixa o povo juntar as quantidades que eu vou fazer a média!!!!😂😂 Acabei de aprender!!!! 😛 Acho que tem 386,2023-03-23T22:37:50.000Z
3365,ismaelbastos,701,701. 🙌,2023-03-23T22:37:51.000Z
3366,danilo.pereira94,567,567,2023-03-23T22:37:57.000Z
3367,jonathangalvier,325,325,2023-03-23T22:37:58.000Z
3368,brunofariac,980,980,2023-03-23T22:37:59.000Z
3369,hugocastrosr,653,653,2023-03-23T22:38:07.000Z
3370,marco_oliveira8,432,432,2023-03-23T22:38:10.000Z
3371,midory_sergio_fernanda,980,980,2023-03-23T22:38:11.000Z
3372,ribeirodaniel.9,239,239,2023-03-23T22:38:33.000Z
3373,mat.carelli,327,327,2023-03-23T22:38:35.000Z
3374,pedrofariash,500,500,2023-03-23T22:38:44.000Z
3375,lucassiles3,163,163,2023-03-23T22:38:52.000Z
3376,brenototi,318,318,2023-03-23T22:38:53.000Z
3377,sch_paulo,587,587,2023-03-23T22:38:53.000Z
3378,crisreissx,234,234,2023-03-23T22:39:03.000Z
3379,enzovinaud,204,204,2023-03-23T22:39:08.000Z
3380,gusttavo95,950,950,2023-03-23T22:39:08.000Z
3381,patriquecerqueira,395,395,2023-03-23T22:39:10.000Z
3382,gabriel.dantt,167,167,2023-03-23T22:39:12.000Z
3383,debora_c.anhaia,360,360,2023-03-23T22:39:13.000Z
3384,98_mateus,289,289,2023-03-23T22:39:15.000Z
3385,andersonlrods,462,O pote tem 462 M&M'$!!!!!!!,2023-03-23T22:39:16.000Z
